job_id,title,url,location,job_type,salary,total_fields,common_fields,unique_fields
operations-support-coordinator-hr72240,Operations Support Coordinator - (HR72240),https://saganrecruitment.com/job/operations-support-coordinator-hr72240/,,,,16,Age|academic-level|cand_cover_letter|cand_woutreg_cv_file|candidate_apply_cover|gender|industry|job_id|pt_user_fname|pt_user_lname|salary|terms_cond_check|user_email|user_job_title|user_phone|user_salary,
junior-procurement-analyst-hr73888,Junior Procurement Analyst - (HR73888),https://saganrecruitment.com/job/junior-procurement-analyst-hr73888/,,,,16,Age|academic-level|cand_cover_letter|cand_woutreg_cv_file|candidate_apply_cover|gender|industry|job_id|pt_user_fname|pt_user_lname|salary|terms_cond_check|user_email|user_job_title|user_phone|user_salary,
client-partner-customer-success-hr56402,Client Partner (Customer Success) - (HR56402),https://saganrecruitment.com/job/client-partner-customer-success-hr56402/,,,,16,Age|academic-level|cand_cover_letter|cand_woutreg_cv_file|candidate_apply_cover|gender|industry|job_id|pt_user_fname|pt_user_lname|salary|terms_cond_check|user_email|user_job_title|user_phone|user_salary,
inside-sales-closer-hr95997,Inside Sales Closer - (HR95997),https://saganrecruitment.com/job/inside-sales-closer-hr95997/,,,,16,Age|academic-level|cand_cover_letter|cand_woutreg_cv_file|candidate_apply_cover|gender|industry|job_id|pt_user_fname|pt_user_lname|salary|terms_cond_check|user_email|user_job_title|user_phone|user_salary,
senior-webflow-engineer-hr38916,Senior Webflow Engineer - (HR38916),https://saganrecruitment.com/job/senior-webflow-engineer-hr38916/,,,,16,Age|academic-level|cand_cover_letter|cand_woutreg_cv_file|candidate_apply_cover|gender|industry|job_id|pt_user_fname|pt_user_lname|salary|terms_cond_check|user_email|user_job_title|user_phone|user_salary,
legal-operations-coordinator-hr70592,Legal Operations Coordinator - (HR70592),https://saganrecruitment.com/job/legal-operations-coordinator-hr70592/,,,,16,Age|academic-level|cand_cover_letter|cand_woutreg_cv_file|candidate_apply_cover|gender|industry|job_id|pt_user_fname|pt_user_lname|salary|terms_cond_check|user_email|user_job_title|user_phone|user_salary,
regional-sourcing-manager-hr42533,Regional Sourcing Manager - (HR42533),https://saganrecruitment.com/job/regional-sourcing-manager-hr42533/,,,,16,Age|academic-level|cand_cover_letter|cand_woutreg_cv_file|candidate_apply_cover|gender|industry|job_id|pt_user_fname|pt_user_lname|salary|terms_cond_check|user_email|user_job_title|user_phone|user_salary,
customer-experience-booking-specialist-hr83455,Customer Experience & Booking Specialist - (HR83455),https://saganrecruitment.com/job/customer-experience-booking-specialist-hr83455/,,,,16,Age|academic-level|cand_cover_letter|cand_woutreg_cv_file|candidate_apply_cover|gender|industry|job_id|pt_user_fname|pt_user_lname|salary|terms_cond_check|user_email|user_job_title|user_phone|user_salary,
prepress-operator-hr99293,Prepress Operator - (HR99293),https://saganrecruitment.com/job/prepress-operator-hr99293/,,,,16,Age|academic-level|cand_cover_letter|cand_woutreg_cv_file|candidate_apply_cover|gender|industry|job_id|pt_user_fname|pt_user_lname|salary|terms_cond_check|user_email|user_job_title|user_phone|user_salary,
staff-accountant-e-commerce-multi-client-hr58050,Staff Accountant (E-commerce)/ Multi Client - (HR58050),https://saganrecruitment.com/job/staff-accountant-e-commerce-multi-client-hr58050/,,,,16,Age|academic-level|cand_cover_letter|cand_woutreg_cv_file|candidate_apply_cover|gender|industry|job_id|pt_user_fname|pt_user_lname|salary|terms_cond_check|user_email|user_job_title|user_phone|user_salary,
customer-service-representative-hr65969,Customer Service Representative - (HR65969),https://saganrecruitment.com/job/customer-service-representative-hr65969/,,,,16,Age|academic-level|cand_cover_letter|cand_woutreg_cv_file|candidate_apply_cover|gender|industry|job_id|pt_user_fname|pt_user_lname|salary|terms_cond_check|user_email|user_job_title|user_phone|user_salary,
business-systems-specialist-hr48483,Business Systems Specialist - (HR48483),https://saganrecruitment.com/job/business-systems-specialist-hr48483/,,,,16,Age|academic-level|cand_cover_letter|cand_woutreg_cv_file|candidate_apply_cover|gender|industry|job_id|pt_user_fname|pt_user_lname|salary|terms_cond_check|user_email|user_job_title|user_phone|user_salary,
organic-social-media-community-growth-manager-hr69500,Tiktok organic Social Media Growth Manager- (HR69500),https://saganrecruitment.com/job/organic-social-media-community-growth-manager-hr69500/,,,,16,Age|academic-level|cand_cover_letter|cand_woutreg_cv_file|candidate_apply_cover|gender|industry|job_id|pt_user_fname|pt_user_lname|salary|terms_cond_check|user_email|user_job_title|user_phone|user_salary,
